name,processor,operating_sys,RAM_GB,RAM_Type,Storage_GB,Storage_Type,Display_cm,Display_inch,Warranty_Years,Price
Lenovo Yoga Slim 7 Carbon Intel Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) 13IAP7 Thin and Li...,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,16,LPDDR5,1024,SSD,33.78,13.3,3,179079
ASUS ROG Flow X16 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 Home...,AMD Ryzen 7 Octa Core Processor,Windows 11 Operating System,16,DDR5,1024,SSD,40.64,16,,178990
DELL Core i9 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070 Ti/240 H...,Intel Core i9 Processor (12th Gen),64 bit Windows 11 Operating System,16,DDR5,1024,SSD,39.62,15.6,1,177990
ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HX - (16 GB/1 TB SSD/Windows 11 Hom...,AMD Ryzen 9 Octa Core Processor,64 bit Windows 11 Operating System,16,DDR4,1024,SSD,39.62,15.6,1,177990
ASUS ROG Flow X13 Ryzen 7 Octa Core 6800HS - (32 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,32,LPDDR5,1024,SSD,34.04,13.4,1,177900
DELL Allienware Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,16,DDR5,512,SSD,35.56,14,1,176490
MSI Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070 Ti/360 Hz...,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,16,DDR5,1024,SSD,43.94,17.3,2,175990
ASUS Ryzen 9 Octa Core - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX RTX 3070TI) ...,AMD Ryzen 9 Octa Core Processor,Windows 11 Operating System,16,DDR5,1024,SSD,43.94,17.3,1,175645
HP OMEN Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070) 16-B...,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,16,DDR5,1024,SSD,40.89,16.1,,175490
ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HX - (16 GB/1 TB SSD/Windows 11 Hom...,AMD Ryzen 9 Octa Core Processor,Windows 11 Operating System,16,DDR5,1024,SSD,39.62,15.6,,174990
ASUS ROG Zephyrus M16 (2022) with 90Whr Battery Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/6...,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,16,DDR5,512,SSD,40.64,16,,174990
ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HX - (16 GB/1 TB SSD/Windows 11 Hom...,AMD Ryzen 9 Octa Core Processor,64 bit Windows 11 Operating System,16,DDR4,1024,SSD,39.62,15.6,1,174990
ASUS ExpertBook B9 Core i7 10th Gen - (16 GB/2 TB SSD/Windows 10 Pro) ExpertBook B9 B9450FA Thin and L...,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,16,LPDDR3,2048,SSD,35.56,14,3,174990
MSI Stealth Core i7 8th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 2060)...,NVIDIA GeForce RTX 2060,16 GB DDR4 RAM,,,,,,,,174490
ASUS ROG Flow X13 (2022) Ryzen 9 Octa Core 6900HS - (32 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/AMD ...,AMD Ryzen 9 Octa Core Processor,Windows 11 Operating System,32,LPDDR5,1024,SSD,34.04,13.4,,171990
ASUS ROG Flow X16 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 Home...,AMD Ryzen 7 Octa Core Processor,Windows 11 Operating System,16,DDR5,1024,SSD,40.64,16,,171990
ASUS ROG Flow X16 (2022) with 90Whr Battery Ryzen 7 Octa Core AMD R7-6800HS - (16 GB/1 TB SSD/Windows ...,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,16,DDR5,1024,SSD,40.64,16,1,171990
Lenovo Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Pro) ThinkPad X1 Carbon Thin and Light Laptop,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,16,LPDDR3,512,SSD,35.56,14,3,171490
Lenovo Yoga 9i Intel Core i7 13th Gen - (16 GB/1 TB SSD/Windows 11 Home) 14IRP8 Thin and Light Laptop,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,16,LPDDR5,1024,SSD,35.56,14,3,171000
HP Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070 Ti) 16-k03...,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,16,DDR5,1024,SSD,40.89,16.1,1,170399
DELL Allienware Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX ...,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,16,DDR5,512,SSD,39.62,15.6,1,168990
ASUS ROG Zephyrus M16 (2022) with 90Whr Battery Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 G...,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,16,DDR5,1024,SSD,40.64,16,1,168000
ASUS ROG Flow X13 Ryzen 7 Octa Core 6800HS - (32 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,32,LPDDR5,1024,SSD,34.04,13.4,1,167990
ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HS - (16 GB/1 TB SSD/Windows 11 ...,AMD Ryzen 9 Octa Core Processor,64 bit Windows 11 Operating System,16,DDR5,1024,SSD,39.62,15.6,1,166990
HP OMEN Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070) 16-b...,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,16,DDR4,1024,SSD,40.89,16.1,,166549
HP OMEN Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics) 16-B1370TX Laptop,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,16,DDR5,1024,SSD,40.89,16.1,,166399
Lenovo Core i7 9th Gen - (16 GB/1 TB SSD/Windows 10 Pro/4 GB Graphics) Thinkpad P53 Thin and Light Lap...,Intel Core i7 Processor (9th Gen),64 bit Windows 10 Operating System,16,DDR4,1024,SSD,39.62,15.6,3,165490
ASUS ROG Zephyrus G14 (2020) Ryzen 9 Octa Core - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA ...,AMD Ryzen 9 Octa Core Processor,64 bit Windows 10 Operating System,16,DDR4,1024,SSD,35.56,14,,165000
Lenovo Legion 5 Pro Intel Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFo...,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,16,DDR5,1024,SSD,103.23,,3,164990
Lenovo Legion 5 Pro Intel Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFo...,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,16,DDR5,1024,SSD,40.64,16,3,164990
Lenovo Thinkpad E series Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Pro) TPE14G4 Business Laptop,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,16,DDR4,512,SSD,35.56,14,3,164280
Lenovo Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10/2 GB Graphics) 20S0S1MC00 Business Laptop,Intel Core i7 Processor (10th Gen),Windows 10 Operating System,16,DDR4,512,SSD,30.48,12,,163000
ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 ...,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,16,DDR5,1024,SSD,39.62,15.6,1,162990
ASUS ROG Zephyrus G15 with 90Whr Battery Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 Home/6 ...,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,16,DDR5,1024,SSD,39.62,15.6,1,162990
APPLE MacBook Pro Core i5 8th Gen - (8 GB/512 GB SSD/Mac OS Mojave) MV972HN/A,Intel Core i5 Processor (8th Gen),Mac OS Operating System,8,DDR3,512,SSD,33.78,13.3,,162490
ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HS - (16 GB/1 TB SSD/Windows 11 ...,AMD Ryzen 9 Octa Core Processor,Windows 11 Operating System,16,DDR5,1024,SSD,39.62,15.6,,161990
ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HS - (16 GB/1 TB SSD/Windows 11 ...,AMD Ryzen 9 Octa Core Processor,64 bit Windows 11 Operating System,16,DDR5,1024,SSD,39.62,15.6,1,161990
HP Omen Intel Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060...,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,16,DDR5,1024,SSD,40.89,16.1,1,161000
ASUS Ryzen 7 Quad Core 10th Gen - (16 GB/1 TB HDD/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForc...,AMD Ryzen 7 Quad Core Processor (10th Gen),Windows 11 Operating System,16,DDR4,1024,SSD,35.56,14,1,160990
Lenovo Legion 7i Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 2...,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,16,DDR4,1024,SSD,39.62,15.6,,159990
Lenovo Yoga Slim 7 ProX Intel Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA ...,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,16,LPDDR5,1024,SSD,36.83,14.5,3,159990
ASUS Zenbook Pro 14 Duo OLED (2022) with Dual Screen Touch Panel Core i9 12th Gen - (32 GB/1 TB SSD/Wi...,Intel Core i9 Processor (12th Gen),Windows 11 Operating System,32,LPDDR5,1024,SSD,36.83,14.5,,159990
Lenovo Legion 5 Pro Ryzen 7 Octa Core 6800H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,16,DDR5,1024,SSD,103.23,,3,159990
Lenovo Legion 5 Pro Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,AMD Ryzen 7 Octa Core Processor,Windows 11 Operating System,16,DDR5,1024,SSD,40.64,16,3,159990
DELL Ryzen 7 Octa Core 6800H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070 T...,AMD Ryzen 7 Octa Core Processor,Windows 11 Operating System,16,DDR5,1024,SSD,39.62,15.6,1,158990
ASUS Ryzen 7 Quad Core 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 6GB...,AMD Ryzen 7 Quad Core Processor (11th Gen),Windows 11 Operating System,16,DDR5,1024,SSD,43.94,17.3,1,157999
ASUS ROG Zephyrus G15 (2022) Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/...,AMD Ryzen 7 Octa Core Processor,Windows 11 Operating System,16,DDR5,1024,SSD,39.62,15.6,1,157990
ASUS Zenbook Pro 14 Duo OLED (2022) with Dual Screen Touch Panel Core i9 12th Gen - (32 GB/1 TB SSD/Wi...,Intel Core i9 Processor (12th Gen),Windows 11 Operating System,32,LPDDR5,1024,SSD,36.83,14.5,,159990
DELL Ryzen 7 Octa Core 6800H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070 T...,AMD Ryzen 7 Octa Core Processor,Windows 11 Operating System,16,DDR5,1024,SSD,39.62,15.6,1,158990
ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 ...,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,16,DDR5,1024,SSD,39.62,15.6,1,157990
ASUS ROG Zephyrus G15 (2022) Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/...,AMD Ryzen 7 Octa Core Processor,Windows 11 Operating System,16,DDR5,1024,SSD,39.62,15.6,1,157990
ASUS ROG Zephyrus G15 with 90Whr Battery Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 Home/6 ...,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,16,DDR5,1024,SSD,39.62,15.6,1,157990
ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 ...,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,16,DDR5,1024,SSD,39.62,15.6,1,157990
acer Predator Helios 300 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,16,DDR5,1024,SSD,39.62,15.6,,156490
Lenovo Thinkpad P15s Gen 2 Mobile Workstation Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Pro/4 GB...,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,16,DDR4,512,SSD,39.62,15.6,3,155900
HP Ryzen 9 Octa Core 6900HX - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/AMD Radeon RX 6650M) 16-n0...,AMD Ryzen 9 Octa Core Processor,64 bit Windows 11 Operating System,32,DDR5,1024,SSD,40.89,16.1,1,155390
Lenovo Thinkpad P15s Gen 2 Mobile Workstation Core i7 11th Gen - (32 GB/1 TB SSD/Windows 10 Pro/4 GB G...,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,32,DDR4,1024,SSD,39.62,15.6,3,155000
acer Predator Triton 300 Core i7 10th Gen - (16 GB/2 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeFor...,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,16,DDR4,2048,SSD,39.62,15.6,,154990
ASUS ExpertBook B9 Intel EVO Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Pro) ExpertBook B9 B9450FA ...,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,16,LPDDR3,1024,SSD,35.56,14,3,154490
ASUS ExpertBook B9 Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Pro) ExpertBook B9 B9450FA Thin and L...,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,16,LPDDR3,1024,SSD,35.56,14,3,154490
HP Spectre Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) ef0054TU Notebook,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,16,LPDDR4X,1024,SSD,34.29,13.5,1,154080
DELL Allienware Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,16,DDR4,512,SSD,35.56,14,1,153990
ASUS Zenbook 14X (2022) Space Edition Core i9 12th Gen - (32 GB/1 TB SSD/Windows 11 Home) UX5401ZAS-KN...,Intel Core i9 Processor (12th Gen),Windows 11 Operating System,32,LPDDR5,1024,SSD,35.56,14,,152990
ASUS Ryzen 7 Quad Core 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 6GB...,AMD Ryzen 7 Quad Core Processor (11th Gen),Windows 11 Operating System,16,DDR5,1024,SSD,43.94,17.3,1,152500
Lenovo T14 Gen 2 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Pro) T14 Gen 2 Laptop,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,16,DDR4,512,SSD,35.56,14,3,152000
ASUS ROG Flow X13 (2022) Ryzen 9 Octa Core 6900HS - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/AMD ...,AMD Ryzen 9 Octa Core Processor,Windows 11 Operating System,16,LPDDR5,1024,SSD,34.04,13.4,,151990
MSI WF65 Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Pro/4 GB Graphics/NVIDIA Quadro T100...,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,16,DDR4,1024,SSD,39.62,15.6,,151990
Lenovo Thinkpad X series Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Pro) TPX13G2 Business Laptop,Intel Core i7 Processor (11th Gen),Windows 10 Operating System,16,DDR4,512,SSD,33.02,13,3,151060
ASUS ROG Strix G15 Advantage Edition with 90Whr Battery Ryzen 9 Octa Core 5980HX - (16 GB/1 TB SSD/Win...,AMD Ryzen 9 Octa Core Processor,Windows 11 Operating System,16,DDR4,1024,SSD,39.62,15.6,,150990
acer Predator Helios 300 Core i7 10th Gen - (16 GB/2 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeFor...,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,16,DDR4,2048,SSD,39.62,15.6,,150490
ASUS ROG Zephyrus M16 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce ...,Intel Core i7 Processor (11th Gen),Windows 10 Operating System,16,DDR4,1024,SSD,40.64,16,,150000
APPLE 2022 MacBook AIR M2 - (8 GB/512 GB SSD/Mac OS Monterey) MLY03HN/A,Apple M2 Processor,Mac OS Operating System,8,Unified Memory,512,SSD,34.54,13.6,,149990
DELL Alienware Ryzen 7 Hexa Core 6800H - (16 GB/512 GB HDD/512 GB SSD/Windows 11 Home/6 GB Graphics/NV...,AMD Ryzen 7 Hexa Core Processor,64 bit Windows 11 Operating System,16,DDR5,512,SSD,39.62,15.6,1,149990
MSI GS Core i7 8th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce GTX 1060) GS65...,512 GB SSD for Reduced Boot Up Time and in Game Loading,NVIDIA Geforce GTX 1060 for Desktop Level Performance,,,,,,,,149990
MSI Stealth 15M Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 30...,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,16,DDR4,1024,SSD,39.62,15.6,,149990
APPLE 2022 MacBook AIR M2 - (8 GB/512 GB SSD/Mac OS Monterey) MLY23HN/A,Apple M2 Processor,Mac OS Operating System,8,Unified Memory,512,SSD,34.54,13.6,,149990
ASUS TUF Dash F15 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX ...,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,16,DDR5,1024,SSD,39.62,15.6,1,149980
ASUS Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX RTX 3070 8GB ...,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,16,DDR5,1024,SSD,39.62,15.6,1,149980
APPLE 2022 MacBook Pro M2 - (8 GB/512 GB SSD/Mac OS Monterey) MNEQ3HN/A,Apple M2 Processor,Mac OS Operating System,8,Unified Memory,512,SSD,33.78,13.3,,149900
ASUS ROG Flow X16 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 Home...,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,16,DDR5,1024,SSD,40.64,16,1,149700
HP Spectre x360 Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Pro) 13-aw0205tu 2 in 1 Laptop,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,16,DDR4,512,SSD,33.78,13.3,,149490
Lenovo Thinpad T14 Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Pro/512 MB Graphics) ThinkPad T14 L...,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,16,DDR4,512,SSD,35.56,14,1,149000
ASUS ROG Strix G15 Advantage Edition Ryzen 9 Octa Core AMD R9-5900HX - (16 GB/1 TB SSD/Windows 10 Home...,AMD Ryzen 9 Octa Core Processor,Windows 10 Operating System,16,DDR4,1024,SSD,39.62,15.6,,148990
ASUS ROG Flow Z13 (2022) Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,16,LPDDR5,512,SSD,34.04,13.4,1,148590
MSI Core i7 13th Gen - (16 GB/1 TB SSD/Windows 11 Home) Summit E13FlipEvo A13MT-226IN Thin and Light L...,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,16,LPDDR5,1024,SSD,34.04,13.4,2,147990
ASUS ROG Flow X13 Ryzen 7 Octa Core AMD R7-6800HS - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVID...,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,16,LPDDR5,1024,SSD,34.04,13.4,1,147990
DELL Ryzen 9 Octa Core 6900HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/...,AMD Ryzen 9 Octa Core Processor,Windows 11 Operating System,16,DDR5,1024,SSD,96.52,,1,146990
MSI GP65 Leopard Core i7 10th Gen - (32 GB/1 TB HDD/512 GB SSD/Windows 10 Home/8 GB Graphics/NVIDIA Ge...,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,32,DDR4,1024,SSD,39.62,15.6,,146990
ASUS ROG Zephyrus G14 Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics) GA402R...,AMD Ryzen 7 Octa Core Processor,Windows 11 Operating System,16,DDR5,1024,SSD,35.56,14,1,146990
ASUS ROG Strix G15 with 90Whr Battery Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 11 Home/8 GB G...,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,16,DDR4,1024,SSD,39.62,15.6,1,146990
Lenovo ThinkPad Core i5 10th Gen - (8 GB/512 GB HDD/512 GB SSD/Windows 10 Pro) T14 Thin and Light Lapt...,Intel Core i5 Processor (10th Gen),64 bit Windows 10 Operating System,8,DDR4,512,SSD,35.56,14,,146680
ASUS TUF Gaming F15 Core i9 11th Gen - (16 GB/1 TB SSD/Windows 10/6 GB Graphics/NVIDIA GeForce RTX 306...,Intel Core i9 Processor (11th Gen),64 bit Windows 10 Operating System,16,DDR4,1024,SSD,39.62,15.6,,144990
MSI Core i7 13th Gen - (16 GB/1 TB SSD/Windows 11 Home) Summit E14FlipEvo A13MT-278IN Thin and Light L...,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,16,LPDDR5,1024,SSD,35.56,14,2,144990
Lenovo Legion 5 Pro Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,16,DDR4,1024,SSD,40.64,16,,144990
DELL G15 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/240 ...,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,16,DDR5,1024,SSD,96.52,,1,144528
Lenovo Legion 5 Pro Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,16,DDR4,1024,SSD,40.64,16,,144990
ASUS TUF Gaming F15 Core i9 11th Gen - (16 GB/1 TB SSD/Windows 10/6 GB Graphics/NVIDIA GeForce RTX 306...,Intel Core i9 Processor (11th Gen),64 bit Windows 10 Operating System,16,DDR4,1024,SSD,39.62,15.6,,144990
DELL G15 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/240 ...,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,16,DDR5,1024,SSD,96.52,,1,144528
Lenovo Ryzen 7 Octa Core - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX NVIDIA GeF...,AMD Ryzen 7 Octa Core Processor,Windows 11 Operating System,16,DDR4,1024,SSD,39.62,15.6,1,143999
acer Predator Helios 300 Core i9 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,Intel Core i9 Processor (11th Gen),64 bit Windows 11 Operating System,16,DDR4,1024,SSD,39.62,15.6,,143990
ASUS Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX RTX3060- 6GB)...,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,16,LPDDR5,1024,SSD,39.62,15.6,1,143918
HP OMEN 15 Ryzen 7 Octa Core AMD R7-5800H - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeFor...,AMD Ryzen 7 Octa Core Processor,64 bit Windows 10 Operating System,16,DDR4,1024,SSD,39.62,15.6,,142499
ASUS ExpertBook B9 Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home) ExpertBook B9 B9450FA Thin and ...,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,16,LPDDR3,1024,SSD,35.56,14,1,142490
Lenovo Legion 5 Pro Intel Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFo...,Intel Core i7 Processor (11th Gen),64 bit Windows 11 Operating System,16,DDR4,1024,SSD,40.64,16,3,141490
ASUS Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX RTX3060- 6GB)...,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,16,LPDDR5,1024,SSD,39.62,15.6,1,140899
Lenovo Yoga Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home) Yoga S940-14IIL Thin and Light Laptop,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,16,LPDDR4X,1024,SSD,35.56,14,3,140490
Lenovo Thinkbook Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) TB15 ITL G2 Thin and Light Lapt...,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,16,DDR4,512,SSD,38.1,15,,140131
Lenovo Legion 5 Pro Ryzen 7 Octa Core 5th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G...,AMD Ryzen 7 Octa Core Processor (5th Gen),Windows 11 Operating System,16,DDR4,1024,SSD,40.64,16,,140000
Lenovo Legion 5 Pro Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeF...,AMD Ryzen 7 Octa Core Processor,64 bit Windows 10 Operating System,16,DDR4,1024,SSD,40.64,16,3,140000
