name,processor,operating_sys,RAM_GB,RAM_Type,Storage_GB,Storage_Type,Display_cm,Display_inch,Warranty_Years,Price
DELL Inspiron Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3520 Thin and Light Laptop,Intel Core i3 Processor (12th Gen),64 bit Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,1,63624
DELL Vostro Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) Vostro 5625 Thin and Light La...,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 11 Operating System,16,DDR4,512,SSD,40.64,16,,63590
HP Pavilion Gaming Ryzen 5 Hexa Core 4600H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/N...,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 10 Operating System,8,DDR4,1024,SSD,39.62,15.6,,63500
Lenovo IdeaPad Slim 5i Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15 ITL 05 Thin and ...,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Operating System,16,DDR4,512,SSD,39.62,15.6,,63500
DELL Inspiron Core i5 11th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 10 Home) Inspiron 3501 Thin and Lig...,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,4,4DDR4,1024,SSD,39.62,15.6,,63500
HP Pavilion Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14-dv2019TU Thin and Light Lapt...,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,8,DDR4,512,SSD,35.56,14,1,63500
DELL Inspiron Core i5 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) INSPIRON 3511 Thin and Light Laptop,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Operating System,8,DDR4,256,SSD,39.62,15.6,1,63499
DELL Inspiron Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10/2 GB Graphics) Inspiron 3501 Thi...,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,8,DDR4,1024,SSD,39.62,15.6,,63499
ASUS FX553 Core i7 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1050) FX5...,Stylish Red Backlit Anti Ghosting Keyboard with 30 Key Rollover,NVIDIA Geforce GTX 1050 for Desktop Level Performance,,,,,,,,63490
DELL Vostro Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 5625 Thin and Light Lap...,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 11 Operating System,8,DDR4,512,SSD,40.64,16,,63331
HP 15s Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5112TU Thin and Light Laptop,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,16,DDR4,512,SSD,39.62,15.6,1,63100
DELL Vostro Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10/2 GB Graphics) Vostro 3400 Thin and Light L...,"Processor: 11th Generation Intel Core i5-1135G7 Processor (8MB Cache, up to 4.2 GHz),",Display:14.0-inch FHD (1920 x 1080) Anti-glare LED Backlight Narrow Border WVA Display,,DDR4,2,,,,,63090
acer aspire 5 gaming Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce ...,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,1,62999
HP Victus Ryzen 7 Octa Core 5800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon RX 5500M...,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,8,DDR4,512,SSD,40.89,16.1,1,62990
acer Swift Go 14 Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) SFG14-41 Notebook,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 11 Operating System,8,LPDDR4X,512,SSD,35.56,14,1,62990
ASUS VivoBook 17 Core i5 11th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 11 Home) X712EA-AU511WS Laptop,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Operating System,16,DDR4,1024,SSD,43.94,17.3,1,62990
acer Swift Go 14 Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) SFG14-41 Notebook,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 11 Operating System,8,LPDDR4X,512,SSD,35.56,14,1,62990
DELL Inspiron Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Ins 5408 Thin and Light Laptop,Intel Core i5 Processor (10th Gen),64 bit Windows 10 Operating System,8,DDR4,512,SSD,35.56,14,,62990
ASUS VivoBook 14 (2022) Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) X1402ZA-EB511WS Thin and...,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,16,DDR4,512,SSD,35.56,14,,62990
ASUS VivoBook K15 OLED (2021) Ryzen 5 Hexa Core AMD R5-5500U - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Ho...,AMD Ryzen 5 Hexa Core Processor,Windows 10 Operating System,8,DDR4,1024,SSD,39.62,15.6,,62990
HP Victus Ryzen 7 Octa Core 5800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon RX 5500M...,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,8,DDR4,512,SSD,40.89,16.1,1,62990
acer Swift Go 14 Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) SFG14-41 Notebook,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 11 Operating System,8,LPDDR4X,512,SSD,35.56,14,1,62990
ASUS VivoBook 17 Core i5 11th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 11 Home) X712EA-AU511WS Laptop,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Operating System,16,DDR4,1024,SSD,43.94,17.3,1,62990
acer Swift Go 14 Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) SFG14-41 Notebook,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 11 Operating System,8,LPDDR4X,512,SSD,35.56,14,1,62990
DELL Inspiron Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Ins 5408 Thin and Light Laptop,Intel Core i5 Processor (10th Gen),64 bit Windows 10 Operating System,8,DDR4,512,SSD,35.56,14,,62990
DELL Inspiron 7000 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 7490 Thin and Li...,Intel Core i5 Processor (10th Gen),64 bit Windows 10 Operating System,8,DDR4,512,SSD,35.56,14,,62990
DELL Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) D560785WIN9S Laptop,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,1,62760
acer Nitro 5 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650...,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,,62699
DELL Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) D560587WIN9S Laptop,Intel Core i5 Processor (11th Gen),Windows 10 Operating System,16,DDR4,512,SSD,39.62,15.6,1,62500
DELL Inspiron Core i5 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Operating System,8,DDR4,256,SSD,39.62,15.6,,62500
DELL Inspiron Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home/2 GB Graphics) New Inspiron...,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Operating System,8,DDR4,1024,SSD,39.62,15.6,1,62499
DELL Inspiron Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10/2 GB Graphics) Inspiron 3511 Lap...,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,8,DDR4,1024,SSD,39.62,15.6,1,62490
DELL Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3420 Notebook,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Operating System,8,DDR4,512,SSD,35.56,14,1,62400
Lenovo Ideapad Flex 5 Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) Ideapad Flex 5 14LT05...,Intel Core i3 Processor (11th Gen),64 bit Windows 11 Operating System,8,DDR4,256,SSD,35.56,14,,62300
Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15ITL6 Laptop,Intel Core i3 Processor (11th Gen),Windows 11 Operating System,8,DDR4,256,SSD,38.1,15,2,62190
DELL Vostro Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) VOSTRO 3400 Notebook,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Operating System,8,DDR4,512,SSD,35.56,14,1,62000
Lenovo IdeaPad Flex 5 Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14ITL05 2 in 1 Laptop,Intel Core i3 Processor (11th Gen),64 bit Windows 11 Operating System,8,DDR4,512,SSD,35.56,14,,62000
HP Chromebook Intel Core i5 11th Gen - (8 GB/256 GB SSD/Chrome OS) 14c-cc0010TU Chromebook,Intel Core i5 Processor (11th Gen),64 bit Chrome Operating System,8,DDR4,256,SSD,35.56,14,,61990
ASUS Ryzen 5 Hexa Core 10th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX NV...,AMD Ryzen 5 Hexa Core Processor (10th Gen),Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,1,61990
Lenovo Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Laptop,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,1,61990
DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) New Inspiron 15 3000 ...,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,1,61890
DELL Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3420 Thin and Light Laptop,Intel Core i3 Processor (12th Gen),Windows 11 Operating System,8,DDR4,512,SSD,35.56,14,1,45399
DELL 3511 Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home/2 GB Graphics) 3511 Laptop,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Operating System,8,DDR4,1024,SSD,39.62,15.6,,61740
Lenovo Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 81VV008TIN Laptop,Intel Core i5 Processor (10th Gen),Windows 10 Operating System,8,DDR4,1024,SSD,35.56,14,,61000
DELL Inspiron Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Metal Laptop Thin a...,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,1,61690
DELL Core i5 12th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and Lig...,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,8,DDR4,1024,SSD,39.62,15.6,1,61490
Lenovo IdeaPad 5 Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) 15ITL05 Thin and Light La...,Intel Core i5 Processor (11th Gen),Windows 10 Operating System,16,DDR4,512,SSD,39.62,15.6,1,61290
ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce G...,Intel Core i5 Processor (10th Gen),64 bit Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,1,61264
Lenovo IdeaPad 3 Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and Light Lapt...,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,1,61255
HP 15s Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5001TU Thin and Light Laptop,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,1,61000
Lenovo IdeaPad Gaming 3 Intel Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA G...,Intel Core i5 Processor (10th Gen),Windows 10 Operating System,8,DDR4,1024,HDD,39.62,15.6,,60999
HP 14s Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14s - dy5005TU Thin and Light Lapto...,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,16,DDR4,512,SSD,35.56,14,,60990
ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce G...,Intel Core i5 Processor (10th Gen),64 bit Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,1,60990
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA...,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,,60990
HP Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-FQ5009TU Notebook,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,1,60900
HP Pavilion Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14-dy0186TU 2 in 1 Laptop,Intel Core i3 Processor (11th Gen),64 bit Windows 11 Operating System,8,DDR4,512,SSD,35.56,14,,60500
ASUS VivoBook 15 (2022) Core i7 10th Gen - (16 GB/512 GB SSD/Windows 11 Home) X515JA-EJ701WS Thin and ...,Intel Core i7 Processor (10th Gen),64 bit Windows 11 Operating System,16,DDR4,512,SSD,39.62,15.6,,60499
HP Pavilion Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) 15-eh2024AU Thin and Light La...,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 11 Operating System,16,DDR4,512,SSD,39.62,15.6,1,60490
MSI Modern 14 Core i7 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B11MOU-473IN Notebook,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,8,DDR4,512,SSD,35.56,14,1,60490
Avita Liber Core i5 7th Gen - (8 GB/512 GB SSD/Windows 10 Home) NS13A1IN015P Thin and Light Laptop,Intel Core i5 Processor (7th Gen),64 bit Windows 10 Operating System,8,DDR4,512,SSD,33.78,13.3,,60490
DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) Inspiron 3511 Thin an...,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,,60290
Lenovo IdeaPad Flex 5 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 14ALC05 2 in 1 Lapto...,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 11 Operating System,8,DDR4,512,SSD,35.56,14,,60202
acer Aspire 5 Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) A515-56 Thin and Light Lap...,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,8,DDR4,1024,SSD,39.62,15.6,,60130
DELL Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and Light Laptop,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,1,60090
HP Pavilion Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce ...,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 10 Operating System,8,DDR4,512,SSD,39.62,15.6,,59999
DELL Inspiron Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 14 Laptop Thin ...,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 11 Operating System,8,DDR4,512,SSD,35.56,14,1,59999
MSI Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-439IN Thin and Light Laptop,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,16,DDR4,512,SSD,35.56,14,1,59990
ASUS Vivobook Pro 15 Ryzen 7 Octa Core AMD R7-4800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/...,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,16,DDR4,512,SSD,39.62,15.6,1,59990
Lenovo IdeaPad Gaming Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA ...,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,,59990
ASUS Vivobook 16X Ryzen 5 Hexa Core R5-5600H - (16 GB/512 GB SSD/Windows 11 Home) M1603QA-MB511WS Lapt...,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 11 Operating System,16,DDR4,512,SSD,40.64,16,1,59990
ASUS VivoBook K15 OLED Ryzen 7 Octa Core AMD R7-5700U - (16 GB/512 GB SSD/Windows 11 Home) KM513UA-L71...,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,16,DDR4,512,SSD,39.62,15.6,1,59990
Lenovo Thinkbook Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) TB15 ITL G2 Thin and Light Lapto...,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,8,DDR4,512,SSD,38.1,15,,59990
SAMSUNG Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) NP550 Thin and Light Laptop,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,1,59990
ASUS VivoBook K15 OLED Ryzen 7 Octa Core AMD R7-5700U - (16 GB/512 GB SSD/Windows 11 Home) KM513UA-L71...,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,16,DDR4,512,SSD,39.62,15.6,1,59990
ASUS VivoBook K15 OLED Ryzen 7 Octa Core AMD R7-5700U - (16 GB/512 GB SSD/Windows 11 Home) KM513UA-L71...,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,16,DDR4,512,SSD,39.62,15.6,1,59990
ASUS Vivobook Go 15 OLED (2023) Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK...,AMD Ryzen 5 Quad Core Processor,Windows 11 Operating System,8,LPDDR5,512,SSD,39.62,15.6,1,59990
DELL Inspiron Ryzen 7 Octa Core 5825U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3525 Notebook,Processor: AMD Ryzen 7-5825U (2.00 GHz up to 4.50 GHz),Software: Win 11 + Office H&S 2021,,DDR4,,,,,,59990
HP Victus Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1...,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,8,DDR4,512,SSD,40.89,16.1,1,59990
ASUS Vivobook 16 (2023) Ryzen 5 Hexa Core 7530U - (8 GB/1 TB SSD/Windows 11 Home) M1605YA-MB531WS Lapt...,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,8,DDR4,1024,SSD,40.64,16,1,59990
DELL Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) 3000 Laptop,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,8,DDR4,1024,SSD,39.62,15.6,1,59990
DELL Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 5625 Laptop,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 11 Operating System,8,DDR4,512,SSD,40.64,16,1,59950
DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) INSPIRON 3511 Thin and Light Lapto...,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Operating System,16,DDR4,512,SSD,39.62,15.6,1,59890
DELL Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3420 Thin and Light Laptop,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,8,DDR4,512,SSD,35.56,14,1,59500
Avita Liber Core i5 7th Gen - (8 GB/512 GB SSD/Windows 10 Home) NS13A1IN013P Thin and Light Laptop,Intel Core i5 Processor (7th Gen),64 bit Windows 10 Operating System,8,DDR4,512,SSD,33.78,13.3,,59490
acer Aspire 5 Core i5 8th Gen - (8 GB + 16 GB Optane/1 TB HDD/Windows 10 Home/2 GB Graphics) A515-52G-...,Intel Core i5 Processor (8th Gen),64 bit Windows 10 Operating System,8,DDR4,1024,HDD,39.62,15.6,,59490
acer Aspire 5 Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) A515-52G Thin and Light ...,Intel Core i5 Processor (8th Gen),64 bit Windows 10 Operating System,8,DDR4,1024,HDD,39.62,15.6,,59490
Avita Liber Core i5 7th Gen - (8 GB/512 GB SSD/Windows 10 Home) NS13A1IN019P Thin and Light Laptop,Intel Core i5 Processor (7th Gen),64 bit Windows 10 Operating System,8,DDR4,512,SSD,33.78,13.3,,59490
HP Victus Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX ...,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 11 Operating System,8,DDR4,512,SSD,40.89,16.1,1,59438
ASUS VivoBook Ultra 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) X413EA-EB511TS Thin and Li...,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,8,DDR4,512,SSD,35.56,14,,59000
HP Victus Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/AMD Radeon RX 5500M...,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 10 Operating System,8,DDR4,512,SSD,40.89,16.1,,59000
DELL Vostro Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10) Vostro 3000 Thin and Light Laptop,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,8,DDR4,512,SSD,35.56,14,,59000
HP Pavilion Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15-eg1000TU Thin and Light Lapt...,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,,59000
HP Pavilion Gaming Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,,58999
acer Aspire 7 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 16...,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,16,DDR4,512,SSD,39.62,15.6,,58990
DELL Core i5 12th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and Lig...,Processor: Intel i5-1235U (Base- 3.30 GHz & Turbo up to 4.40 GHz) 10 Cores,Graphics & Keyboard: Integrated & Standard Keyboard,,DDR4,,,,,,58990
Vaio SE Series Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) NP14V1IN004P Thin and Light Laptop,Intel Core i5 Processor (8th Gen),64 bit Windows 10 Operating System,8,DDR4,512,SSD,35.56,14,,58990
Lenovo IdeaPad Gaming Ryzen 5 Hexa Core 4600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA ...,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 10 Operating System,8,DDR4,512,SSD,39.62,15.6,,58990
ASUS Core i5 10th Gen - (8 GB/1 TB SSD/Windows 11 Home/4 GB Graphics) FX506LHB - HN357W Laptop,Intel Core i5 Processor (10th Gen),Windows 11 Operating System,8,DDR4,1024,SSD,39.62,15.6,1,58990
DELL Core i3 11th Gen - (8 GB/256 GB SSD/Ubuntu) 3420 Business Laptop,Intel Core i3 Processor (11th Gen),Linux/Ubuntu Operating System,8,DDR4,256,SSD,35.56,14,3,58972
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA...,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,8,DDR4,512,SSD,39.62,15.6,1,58900
HP victus Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFor...,AMD Ryzen 5 Hexa Core Processor,Windows 10 Operating System,8,DDR4,512,SSD,40.89,16.1,1,58900
HP 15-ec1105AX Ryzen 5 Hexa Core AMD R5-4600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA ...,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 10 Operating System,8,DDR4,512,SSD,39.62,15.6,,58500
DELL Inspiron Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10/2 GB Graphics) INSPIRON 3501 Thi...,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,8,DDR4,1024,SSD,39.62,15.6,1,58500
Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 4600H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graph...,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 10 Operating System,8,DDR4,1024,SSD,39.62,15.6,,58490
HP 15s Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5111TU Thin and Light Laptop,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,1,58400
Infinix INBook X1 Pro Core i7 10th Gen - (16 GB/512 GB SSD/Windows 11 Home) XL12 Thin and Light Laptop,Intel Core i7 Processor (10th Gen),64 bit Windows 11 Operating System,16,LPDDR4X,512,SSD,35.56,14,1,57999
ASUS VivoBook Ultra Ryzen 7 Octa Core AMD R7-5700U - (8 GB/512 GB SSD/Windows 10 Home) KM413UA-EB703TS...,AMD Ryzen 7 Octa Core Processor,64 bit Windows 10 Operating System,8,DDR4,512,SSD,35.56,14,,57990
DELL Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and Light Laptop,Processor: Intel i5-1235U (Base- 3.30 GHz & Turbo up to 4.40 GHz) 10 Cores,Graphics & Keyboard: Integrated & Standard Keyboard,,DDR4,,,,,,57990
DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,1,57990
DELL Inspiron Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10) 3511 Laptop,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,8,DDR4,1024,SSD,39.62,15.6,,57990
acer Aspire 5 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) A515-57 Thin and Light Laptop,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,8,DDR4,512,SSD,39.62,15.6,1,57990
